Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Gabon,GAB,33.8958800672068,33.2227928459845,33.5128021680907,17.7830646680288,39.0651822379336,39.8198198198198,39.9006357451384,38.0239371257485,36.0768350955185,35.7919261793367,33.8547522112286,40.6279828734539,35.6681935483871,40.5338981998758,28.4369114877589,31.3148767301038,32.6380197469059,36.2793393219357,35.6639465875371,30.7942910331989,32.8135357221854,35.4740352548833,33.24080999243,36.6633150197323,34.1986891145097,26.7210929690103,43.2544328497497,40.159180806976,53.9742579982781,49.5844253088731,49.6791311859805,47.7641072273276,48.4287895369732,46.2674087429124,38.2949505746306,39.6048804137039,37.5411974732216,39.1302949406581,49.8374291115312,43.8906304423546,37.5311789812095,37.9417335230936,38.8653039103033,38.816350461147,36.2849149195174,29.5650974359157,30.9213104046742,31.3484397338356,28.9831186458055,36.8182126957151,30.8276344945018,25.6325683424911,27.4556887815273,29.6057833629131,32.6789965337499,39.0291929804191,41.7428124794395,42.6496912552085,41.118196970932,40.4703782485762,44.8971967106191,38.6557482197596,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,"Gambia, The",GMB,..,..,..,..,..,..,59.4680177327422,59.3932322053676,59.4169096209913,59.4580233793836,61.54199173933,61.4410480349345,59.4594594594595,59.53125,59.4874923733984,59.0396158463385,57.749316079569,59.4505102003758,61.4118303571429,61.6608729713118,59.9662472803681,56.8887306636655,54.9984746787576,56.7915559674084,55.3492762743864,59.97497013482,59.8708774113255,58.601364684777,63.1068503870986,63.7319303027438,64.6479591981731,66.4811206080897,67.5042769272188,67.5934548020697,66.1437393569544,63.7673323610322,61.3504492458957,63.8453122917923,64.7277511871788,60.3935479261509,60.6450421705442,59.8075429808194,60.0680910899644,58.4026844564374,51.0583066586641,50.7407068402588,55.604171967315,57.3573555365326,52.9886067537314,51.1004157150967,49.2005371228435,54.9002009575039,54.4512163689269,55.1262970634853,56.4387318873601,51.8897873643178,48.7980343537923,53.4253570663483,54.9037669522881,54.7742280253178,53.9537064155422,53.3493382831475,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.1681415929204,36.5853658536585,36.1538461538462,37.1212121212121,35.7142857142857,32.1428571428571,34.3065693430657,35.2112676056338,35.6164383561644,34.7222222222222,33.3333333333333,31.7708333333333,22.9222520107239,..,..,..,41.3571151609151,44.7979099431382,48.0197526930965,49.2088133081659,53.2458506395724,52.9127959244831,52.3538090128755,51.4263028222463,51.6932504096984,51.088986223098,55.2244758845242,56.8436723981687,60.7122448872602,60.6555098409874,63.0792425853283,61.7029126289803,61.723343849739,62.1873808716089,61.6501734995502,62.0191542655076,61.5043531644157,60.2635814099545,60.2689722283259,60.7675132811473,59.0910343275388,59.5147081599135,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.3691512170513,57.3834059903881,59.1515743421917,59.1031674455467,59.8366946231678,60.7481081306145,61.1062896769752,61.279673553678,61.5370870316779,61.4648497693318,62.1829287377908,63.1218950739723,63.2572787657637,63.2366122730407,63.3645790998597,62.7234306606068,61.9140245244144,62.2231385161536,64.2285534380328,62.2586569957885,61.79435394051,61.6867311888275,62.1917939779821,62.1085730487151,62.1545645004593,61.770609364732,61.79703473353,62.1184685554681,62.3788602062616,63.3040761372279,62.8845422364129,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.048658158419,31.1233413399874,34.5475984223484,32.8768096514745,33.6118097861864,33.3948860228589,37.8916290215854,37.4175550528954,37.4350622129064,27.5276981482916,27.3352545629203,27.7461718074745,26.2463950893841,27.8876812107642,28.2331174838113,28.4134879833623,28.8150262406777,29.1589069809591,29.2141132168147,29.0667601805988,28.6782943752065,28.9146295321445,46.4590314405079,47.1685501017468,46.173896812569,47.9362071143916,48.1811608328439,45.844878600683,47.5829502482676,40.5885509559734,37.4136832303432,40.5152653681727,43.9159272924357,43.4828605874674,43.6785260270891,45.1411494259275,45.1881802779536,45.9307233786475,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.0002443060418,65.0766989759167,65.995292479173,66.3831602858744,64.7539439944447,65.1508351920359,64.4762069802064,64.7682822527368,64.2026378673367,65.6019216065694,67.661553736638,65.4215157397564,67.1773280095082,69.8913824635763,71.2964396479848,70.3335389783951,70.1497275432319,69.9535938502724,70.2070407669638,70.5923231974077,69.9937499738829,69.1742353624456,69.6626665148474,69.3996373622033,69.4743925835279,68.5063305896951,68.1531561983957,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.2153165962254,65.3154679586398,63.7279029306506,63.8975901098442,65.4185004041707,63.5765695762399,67.2899401303566,65.6201164938201,64.4597248145655,61.6478682234644,63.9039755960078,63.5552629929158,62.9358027334689,60.4317454742999,60.5468189857081,59.3606998305357,60.5946801265873,60.7495676717883,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.0712491011416,61.0350759485946,58.8595325900755,62.5404372477722,60.4542982058926,60.1940899324122,60.8478295072984,62.345551491522,62.6733619741445,63.0053463994399,59.8210576115649,59.5657528951816,61.5071035164209,63.0824431597482,61.578274539272,63.5358617260457,65.2622873427856,65.3927383843667,65.2457856974465,65.3013256100044,64.4388225452742,64.7759102885302,64.1712743712605,64.7056611551237,66.7382769120366,65.4995987757159,64.6222712747494,66.3973842562055,61.5603407880724,63.8382260659707,64.9869264291458,66.6832321787831,69.6030385450941,68.3660721980186,69.1447656003626,70.4661255469034,69.7397399284938,68.2757359663558,66.7627566941068,66.932386278402,67.0224456625452,66.0256288140006,66.8649527989476,66.8123185267746,65.2204461040118,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Guatemala,GTM,..,..,..,..,..,54.2207791963932,53.6541022506651,54.0270037839697,53.4152685501397,53.6411363904125,54.0190756302521,53.4868954050786,52.9484128872603,52.9086387627028,53.3778223431226,53.4577278586906,52.6024166677013,52.8122506044248,52.9598901933947,53.0938007969808,53.1683475700306,53.2678900981276,53.6393743365621,54.1539081036947,54.6174661603224,54.478881335959,54.2990254179882,54.1748061470229,53.9605725177096,54.2601517801453,54.3330807165374,54.6845542046497,54.7057211383848,55.2542738752494,55.8271891342635,56.1876839205111,56.2584610946793,56.2990063665567,56.5657328046531,56.8337670656679,57.3877357878637,54.7943166972065,54.3401900735124,54.8449745298778,54.9661282032813,56.2418516877688,56.724919453147,57.0135938814004,58.0395052646456,58.9373078751709,59.4695981042423,58.9769300915749,59.5278728385924,60.8392601391592,60.8985880234141,61.4489919591481,61.8868511611928,62.474142291945,63.0590416252896,62.5529930478675,62.2169747907418,62.1321557770619,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.2479646324966,45.7040776126229,42.498253169481,41.1630026687053,44.5345823629651,48.0573938614808,53.5331916622901,50.8605889609322,51.3282534207396,49.6335166964406,49.4545451645825,46.723325944056,43.6944237673467,45.3306897945413,41.4079154916609,40.039654368444,39.415948696687,40.5590332673094,39.2455413123602,37.888857002605,44.9064451176804,45.5641235251062,43.713468146258,44.2802676280423,43.4042107851095,43.8765180992831,42.2230237919983,43.5254457694423,43.3533878614874,45.5062273225233,41.9293069508988,37.9415078481777,35.073938251438,35.2028277402344,37.2697022959569,37.2697022959123,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,31.2989812818639,33.0714954552763,31.7565421411722,32.7235695267282,33.1284114334431,26.866314381059,36.3837680281637,31.2065135680494,28.3997096233091,28.5486616002925,39.0777568331762,34.8102437156726,38.8314677048173,46.1028776135892,44.3113912295158,37.8720089961331,34.9474382875716,27.1455737902295,25.4127146577274,31.9692708952206,19.2859089890178,34.2351640503268,38.6747562840622,33.1716909514227,30.8774441561458,30.8083837200781,29.0241314787156,29.5703212223675,24.555829228243,26.6512563918778,41.8003832217184,46.0659699883501,38.8165112925151,38.2675339591226,39.3874052399163,38.9795680998721,41.3937511915649,41.6302669644597,38.2825796687474,40.7437955138664,39.3650642664352,40.5614253079369,38.0658844693332,40.1097865736798,41.9293548354356,36.4282540816791,36.3528748905294,32.5233032523903,50.2567439168,51.2366001896858,50.1877199369009,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Guyana,GUY,38.4852638793694,38.3866917765223,36.0562537402753,36.5416528377033,36.3282419886193,36.7172413793103,37.2170781893004,36.7975546672937,36.3438520130577,35.0180505415162,35.5862584017924,36.536075163978,38.4114800600701,43.1606699751861,33.2984183513146,31.9326315789474,38.5001320306311,39.5305414777274,38.5028003470853,38.8432244928738,36.2068965517241,39.9499085754482,41.2171507607192,43.3242506811989,42.9945855084434,40.7179487179487,39.1244211578074,34.5035903739974,38.6176906384169,26.9119086299269,32.6651783976449,25.5504799055587,26.1265887790474,23.5454299438468,22.2424224212366,21.8792119862111,22.6779343595692,25.9238076822731,28.9900184617783,30.0707560596224,33.1518617830032,34.2996226494298,34.5281129320535,35.3974622390049,34.8625579676053,37.9228861002105,40.2662192140463,40.585736957635,39.5224900126455,40.9796836302752,41.5645777782864,42.7997615212712,43.0016644065102,42.9589903299137,44.7833250406031,44.1049709941423,44.3019541373503,44.3229868903353,45.9542350111416,44.7132690416221,38.9200329255047,30.8320385767893,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.6187527516073,39.9520759078559,43.5350334455128,40.1904464236322,40.9496955933514,42.9630860892842,42.9931975343409,42.8408634370401,41.0790640341287,42.1452857089953,41.3566725399622,40.7068458139602,57.1720477816392,57.3887809301393,58.1888859349129,55.9264162376689,55.4162652364883,54.3276767536647,52.6228005673451,52.160533975899,51.1700987287779,51.6516283735763,52.5004487393192,51.2340187151589,51.0110804681653,51.0790194647682,51.8386590248896,52.4989890628522,53.5074109070768,53.728067476516,53.3249453135238,54.3768714149478,53.9204366358162,51.5771166922727,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Honduras,HND,39.5054372113809,38.9528354856822,38.0786589297228,39.1150658215505,38.7964989059081,37.1571807726334,38.067097008819,37.2763751880956,37.0207173778602,38.4356258655969,41.0096887966805,41.5184746922025,42.0921632685033,40.9315145715898,40.8893185113581,43.0605026690391,43.100888097214,40.5810134944898,36.574385849174,39.0370402891694,41.613138026389,45.1836026628509,46.5184130902807,48.7451418164912,48.6193864332673,49.8129199948646,49.8644801568423,48.9827967840921,48.3498515296348,46.8857051003297,44.2452628604565,46.4389300063927,45.5742733584855,47.5687715161743,45.9139363675434,46.1103465283107,45.785474534625,47.3564936570194,47.8413162833714,50.6948341429396,50.7396802001234,53.0189831247039,54.8404928208995,55.6632996727299,56.0255715678838,56.396934051856,56.95227061196,58.3423528646146,59.6398707552753,61.0644184532867,60.6354456940853,58.2063339221402,58.6183421267834,60.9736192281605,60.1539431811467,58.8330670461585,58.3803820722578,56.8495021190534,57.338998468411,57.6646761021841,58.3418127285168,56.9648838547813,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.7580682182668,84.6906691332196,85.6094118662711,87.7097310429397,88.3525482004239,89.0584757015137,89.9579007164661,90.2904487398501,87.8208150340237,88.3970721623389,90.9132977393866,91.5084029920959,91.9216380085211,91.1138495209991,90.4754635498594,89.8369247961039,89.5270934932093,88.6354809030343,88.6972306483428,90.0062323298685,89.4093451153863,89.5928189952754,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.7030718670816,52.6382119271781,52.2510232541292,52.1434061189231,52.9661407997872,53.2595114459175,54.3697260158325,55.7430744392277,55.6595654858745,54.4018517428113,55.2809904648673,56.1094948127592,55.8282959554886,56.4601527254515,56.874885561418,56.6584293529587,55.997679881865,55.270886469535,55.4836611068505,54.8695649072555,54.0817040067795,55.4480547863755,55.8863241343543,55.8839748902168,56.4099765183728,56.6143683988113,57.0119567581362,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.2639390148714,51.7103993333831,52.7869751876929,54.1220265957337,55.3381666209795,56.7000032971076,56.6384976556017,58.8011080132945,60.00823217833,59.8136745916739,60.0806763517652,58.609499768191,62.3450674631717,61.289270756278,64.816370783452,61.804176982686,61.1052021064576,61.9159389857707,62.8087831929285,63.673367760099,64.2588657008762,65.3815467949786,65.358859516617,65.4851439597084,65.748075777451,65.328979710652,64.6157244270202,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,India,IND,38.7824617546992,38.3258751959846,39.9358449722433,38.0951802993762,36.340821458647,37.4507381940725,36.4597966556112,34.6095555073409,35.054131363846,34.3058526097493,35.0468708624974,35.8036490825433,35.5216549188878,32.947705615035,33.6105959521083,35.1392413952858,35.8037232155147,34.6614496116454,34.9393647294725,35.5214147292532,33.8072587357083,33.8716186357614,34.8968372777428,34.5216006305407,35.4208160849618,36.1149997720489,36.9884678356446,37.4522794922894,36.7964455054322,37.2293979795496,37.0447851946481,37.7856900237179,37.9125681820607,38.4906849170226,37.4963023398337,37.849668118334,37.709329473598,39.0795515236046,40.1325687269389,41.9657377868543,42.7329266429546,43.8089612629881,44.7288275541304,44.7046456533001,44.1148589722471,44.4429329227498,44.04323571149,44.0081579239144,45.8825499070063,45.9848828119145,45.0337495626191,45.4421452506927,46.3011472886635,46.6987147694147,47.8224137558788,47.7837481204463,47.7494012899424,47.6708899684137,48.4315663154935,50.1076689173459,48.4368567725012,47.5104035614046,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.2728257093854,39.4049150649935,41.9253110193326,42.0916487153558,40.4187333606266,39.6710737427589,39.4668351828846,39.0663465530181,39.1334103025629,40.4986368944666,42.4396665856015,42.0717116360041,41.0608163751136,39.8719036817834,39.5789011173884,36.686823537659,37.0272710177647,33.3686365074031,38.4172452290621,40.104784004948,41.0650856896144,41.0366037289756,40.3323224888783,40.0826385396719,39.4841753758365,37.457515026462,37.0577298834625,40.6659902908934,40.5846042111279,40.8733748934867,41.5165374799893,42.2421853142869,43.3090809246806,43.6417488094502,43.6140553296427,43.4048373057688,44.220745839176,44.3959193594644,42.8176999570533,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,"Iran, Islamic Rep.",IRN,43.5113011730715,42.920505837503,42.5146436596321,42.6668630359467,44.0341754190211,44.5895226563287,44.2725903680242,43.8695132934473,43.4657309829223,42.7906110199432,42.5999153913987,40.7600937171153,42.0452353940608,35.3482363219444,32.6427000904812,38.2447378477457,37.4256251075988,41.4281355366255,48.3339684935748,48.6303176839219,55.129547146816,52.560138725194,46.4594314757857,48.6602507379283,50.6955130027881,53.8600388888472,57.0135547083137,56.0601225473885,58.0130428613024,56.0906593136264,53.1981355271243,53.2610836641986,52.6609305617565,48.6934181155153,48.205149464431,49.9041053365152,48.8097255642591,52.4764737606246,57.1684307665697,53.4409524080366,51.4166442622418,52.3210997514138,47.6983837464383,48.7704956249067,47.9180928342311,47.9812176030011,49.1253327032366,47.6077676817297,48.6423388030411,51.4807181924139,51.1373145239641,48.7236875755503,50.4291162835523,47.6419116595481,49.3556902392447,55.1819574554845,52.5223787113108,50.6626622977994,48.5877167093191,50.1233752604292,49.19528089213,47.3289770415237,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,37.0903818269695,38.8382051759449,39.6535540575134,36.1460772833724,38.8901058780577,37.4549897119342,25.0198476873769,27.3784062602219,23.6810986076674,24.9786623877642,26.1778537836682,23.5591732932158,22.263437894323,40.2638606139122,42.0340236104666,44.891846921797,46.7194469070642,45.5928003304067,52.6501501501502,49.2579545454545,49.3392410535091,49.9737846618221,22.2711952294529,37.7441604085594,30.3255018747546,28.1011568897446,24.6982529006061,15.05131765776,23.9510192134823,17.0309479588878,19.3984145894094,13.5681519568618,10.8591155618071,16.0846586114048,17.8151159929167,21.7995223558111,31.7220633285599,30.0180595268732,33.2310996364157,35.4162594088609,34.2660922981463,43.5373054440268,39.6860480275684,33.4821077639761,35.8893880581268,37.9634247963375,40.1122330492623,51.2496561823717,50.7798718007565,47.0337230035122,44.1911800508283,44.4241091757329,54.2909210809973,43.4625141914738,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.7885681810794,55.9917933838987,55.5105422595777,55.6914617325643,55.1507375316448,55.1420974601026,53.0495283717785,51.8406807093645,54.8649876717352,55.6088911099172,56.7283489883681,56.9183200417932,59.2648667781983,62.5731441921768,63.693503893556,66.7044197027238,65.1266727908789,65.4341027164255,66.5019943319421,65.9628018924465,53.8066109735054,55.0036132521084,55.1823755154498,56.1231799729847,57.4612987533844,55.9905257854962,55.3642738771581,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.9986076313701,93.118201920829,93.7098730131692,93.5700590923078,93.6470203089933,93.6624295725627,93.4150171203999,93.9339629637708,..,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.9174178915065,62.6973961597923,62.6603602713368,63.5662529510829,64.5451721411437,65.1741428167607,66.5209104335491,66.1570177677635,66.618069197341,67.4422265323531,66.4839024996921,66.5936247230075,66.1868085827779,66.6663342876957,67.2634634515859,66.8450886410418,67.614934697186,67.972769776588,67.6881938331752,68.1995728505208,68.4517438629767,69.3104997307966,70.5551971150267,70.4837250152884,70.9196090107809,71.8157464928973,72.4485374106374,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.1129165933376,60.4369429997965,60.7982329408072,61.5592636464564,61.5049536770714,61.0273463050391,61.7161342867062,61.7483400348952,61.6707413693442,62.114675622123,62.7319377833287,63.5240336749948,63.7521811557769,64.611113039054,64.4547513321798,64.8175695901135,64.2518182031302,64.1064395366029,64.7279409151643,66.6691942632771,66.313973852083,66.1845859768924,66.4430892019109,66.6853159566512,67.0857037729254,66.9714230482283,66.6499821793636,66.4310597164747,66.3404616665139,66.2531597026352,66.9022933222467,65.2239970317338,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.1535933746924,58.4702028236781,57.2533614826864,60.5557134424939,61.7453320286887,62.5222622146389,63.3577534281317,63.8778162128089,63.8782946304647,65.7453432648681,65.617527685442,64.2416981310858,64.466581747768,64.6583862018319,64.7508220118514,66.4662878316978,68.1390609555653,66.5416067752678,65.8655341895153,65.4468445187143,64.2717387661162,63.6369709138831,61.8437201937485,61.2455252087479,59.7767839474413,59.2492000250586,59.8108539811498,59.7396040932866,58.223551602805,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.9317416303773,63.2128577960501,63.1778462292235,64.172468389945,64.9040796842632,65.8127645601463,66.0206414543262,67.0662812781022,68.3328608006388,68.7153581340561,68.9896824882617,69.4739647063861,69.4497937291725,69.5604171252242,70.2614584639798,71.9107064636731,70.5441965333058,71.6911224449386,71.7471232811569,71.6207726116305,70.8840213488149,69.7955308631099,69.8870573141604,69.5357755666973,69.4325192910653,69.4167428242379,69.4653997711442,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Jordan,JOR,..,..,..,..,..,59.8039215686275,62.6808510638298,61.968085106383,60.3293413173653,60.5769230769231,64.1856392294221,64.0792733278282,61.8963068181818,61.5285391809094,59.009592947887,59.9908235833907,64.1748942172073,61.8626882966396,61.2599019238023,64.8651399491094,62.7693364237274,61.3074692806848,61.2871947154718,61.1832531064592,62.3082159501492,64.5590175581041,60.098192367775,60.3402282765557,63.0320054477358,64.6093588950732,60.385353663395,61.8593644354293,57.9160203855528,59.4840902069818,57.9785647075024,59.2784270473201,61.3221760729701,63.615128569482,61.9291240329424,62.5824204350761,64.3189357694167,64.4734981221616,64.0638798940241,64.5067577849406,64.3513082598969,65.0443667652595,63.7999512898814,63.1399767543462,58.7905597205984,59.7286772211976,59.1152813418699,58.9053397396529,60.2740708510005,60.4143610585221,60.0883167941912,60.1407620081603,60.6938980050253,60.3679166373444,60.4766447102222,60.7246686881586,61.4185398761517,61.0520662343467,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.1243781094527,47.0354925211823,44.3741309867457,53.9618316094617,58.0423502826806,58.8697434578692,56.7366358317705,52.4423266698118,48.3815387474664,49.371713157718,50.4711505164094,51.8220273209182,53.3800989868324,52.0218847182371,51.624997728548,54.2303277391062,52.104868253495,53.9952116833093,51.6800394874896,48.8890328062873,51.3898529954355,53.1795606876032,54.8385964696408,59.297627869996,57.857435042574,57.304415099355,55.454732268099,55.5282559332057,56.1027808941057,53.9193570155211,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.3566785049309,50.2276478618764,50.1247655109144,58.4144115871026,56.99824606755,55.2138923736953,55.6497106996552,56.0807083434218,56.9548463607011,56.1313780292221,56.4465087468317,55.8541060679002,56.0189509830887,55.9598629656759,53.9210961816657,54.4131936982361,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.0253164556962,32.1889425094419,44.4756756756757,42.4605263157895,47.9475,49.1238095238095,30.4875,33.3369565217391,36.3468085106383,35.9313725490196,36.3578947368421,37.2035714285714,40.9618181818182,56.6660655737705,59.5867692307692,57.9579710144927,59.024,59.3117105263158,60.9752941176471,61.9461538461538,60.8633653846154,61.4084112149533,58.2873275862069,59.4712295081967,57.7868951151674,57.6191793917134,56.9155459066787,59.1463190397128,65.1544483305099,62.4291102197331,63.0209157245571,61.7223868712188,63.3501232666186,61.4038383036787,60.9335891600526,60.6693844924897,61.264522066649,60.5124354580844,60.9669122821922,62.8980301604949,64.2110533630323,68.1065010157837,67.8998641981414,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
